,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
613,613,2000-06-03,13:00,0.0,1008.0,1008.0,1007.6,1692,27.4,23.4,28.0,26.8,23.6,22.2,80,75,79,110,3.3,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
614,614,2000-06-03,14:00,0.0,1008.2,1008.3,1008.0,2406,28.3,23.3,28.9,27.5,24.3,23.0,79,72,75,94,3.3,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
615,615,2000-06-03,15:00,0.0,1007.8,1008.2,1007.8,2648,29.4,23.8,29.6,28.3,24.1,23.1,76,70,72,107,3.5,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
616,616,2000-06-03,16:00,0.0,1007.0,1007.8,1007.0,2498,30.2,23.2,30.2,28.9,24.0,23.1,74,66,66,108,3.7,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
617,617,2000-06-03,17:00,0.0,1006.1,1007.0,1006.1,3195,30.9,23.3,31.1,29.9,24.1,22.9,69,63,64,90,3.4,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
618,618,2000-06-03,18:00,0.0,1004.7,1006.0,1004.7,2830,30.7,23.1,31.4,30.6,24.3,22.5,67,60,64,100,3.8,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
619,619,2000-06-03,19:00,0.0,1003.6,1004.7,1003.6,2326,31.0,23.1,31.5,30.4,23.3,22.4,64,59,63,77,3.5,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
620,620,2000-06-03,20:00,0.0,1003.3,1003.7,1003.2,1893,31.3,22.7,31.6,30.9,23.5,22.3,63,59,60,74,4.0,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
621,621,2000-06-03,21:00,0.0,1003.0,1003.3,1003.0,776,28.7,23.3,31.5,28.7,23.5,22.3,73,58,73,28,5.9,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
622,622,2000-06-03,22:00,0.0,1003.1,1003.2,1003.0,81,26.2,23.7,28.7,26.2,23.8,22.8,86,71,86,232,3.3,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
623,623,2000-06-03,23:00,0.0,1003.9,1003.9,1003.2,-9999,25.4,23.7,26.1,25.3,23.7,22.9,91,83,90,282,0.8,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
624,624,2000-06-04,00:00,0.0,1004.9,1004.9,1003.9,-9999,24.9,23.3,26.0,24.8,23.7,23.1,91,85,91,295,1.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
625,625,2000-06-04,01:00,0.0,1006.0,1006.0,1005.0,-9999,24.6,23.0,25.4,24.6,23.4,22.9,92,86,91,129,3.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
626,626,2000-06-04,02:00,0.0,1006.6,1006.6,1006.0,-9999,24.8,23.1,25.7,24.5,23.2,22.8,92,85,90,356,63.8,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
627,627,2000-06-04,03:00,0.0,1006.5,1006.8,1006.5,-9999,23.9,23.0,24.8,23.9,23.1,22.9,94,90,94,264,0.3,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
628,628,2000-06-04,04:00,0.0,1006.3,1006.5,1006.2,-9999,23.6,22.8,24.4,23.6,23.0,22.8,95,91,95,17,6.4,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
629,629,2000-06-04,05:00,0.0,1006.1,1006.3,1006.1,-9999,23.4,22.8,23.9,23.4,23.0,22.7,96,94,96,244,0.6,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
630,630,2000-06-04,06:00,0.0,1005.7,1006.1,1005.7,-9999,24.1,22.8,24.2,23.3,22.9,22.7,97,92,92,314,18.4,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
631,631,2000-06-04,07:00,0.0,1005.6,1005.7,1005.6,-9999,23.4,22.7,24.2,23.2,22.8,22.5,96,92,96,305,1.3,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
632,632,2000-06-04,08:00,0.0,1005.3,1005.6,1005.3,-9999,23.6,22.6,23.7,23.4,22.8,22.5,96,94,94,308,1.4,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
633,633,2000-06-04,09:00,0.0,1005.6,1005.6,1005.3,-9999,23.2,22.5,23.7,23.2,22.6,22.4,96,94,96,287,1.8,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
634,634,2000-06-04,10:00,0.0,1006.1,1006.1,1005.6,-9999,22.9,22.3,23.2,22.9,22.5,22.3,97,96,97,209,0.9,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
635,635,2000-06-04,11:00,0.0,1006.5,1006.5,1006.1,186,24.8,23.0,24.8,22.8,23.0,22.3,97,90,90,211,0.4,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
636,636,2000-06-04,12:00,0.0,1007.1,1007.1,1006.5,887,27.0,24.4,27.3,24.9,24.8,23.0,90,82,86,214,1.4,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
637,637,2000-06-04,13:00,0.0,1008.2,1008.2,1007.1,1607,28.3,23.8,29.0,27.1,25.1,23.4,86,72,77,134,2.5,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
638,638,2000-06-04,14:00,0.0,1008.0,1008.3,1007.9,1208,28.2,24.7,29.2,28.0,25.3,23.9,84,75,81,81,2.9,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
639,639,2000-06-04,15:00,0.4,1007.4,1008.0,1007.3,2776,30.1,24.1,30.2,28.2,26.0,24.0,85,69,70,95,3.7,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
640,640,2000-06-04,16:00,0.0,1006.6,1007.4,1006.6,3237,30.3,24.7,30.9,29.8,24.8,23.7,75,67,72,91,4.9,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
641,641,2000-06-04,17:00,0.0,1005.6,1006.7,1005.6,2223,27.3,22.8,31.3,27.3,25.4,22.7,76,66,76,178,5.4,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
642,642,2000-06-04,18:00,0.0,1004.3,1005.5,1004.3,374,26.7,23.0,27.2,26.7,23.6,22.4,82,76,80,72,2.9,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
643,643,2000-06-04,19:00,0.0,1003.1,1004.3,1003.1,616,27.4,23.9,27.4,26.7,23.9,22.9,82,78,81,347,3.0,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
644,644,2000-06-04,20:00,0.0,1003.1,1003.2,1002.9,881,28.6,23.3,29.0,27.5,24.6,22.4,80,69,73,295,2.5,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
645,645,2000-06-04,21:00,0.0,1002.8,1003.2,1002.8,411,28.2,24.0,28.6,28.1,24.7,23.1,81,72,78,16,1.2,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
646,646,2000-06-04,22:00,0.0,1003.9,1003.9,1002.8,113,26.4,24.5,28.2,26.3,24.9,23.4,91,76,89,199,2.9,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
647,647,2000-06-04,23:00,2.2,1004.2,1004.3,1003.9,-9999,25.7,24.8,26.5,25.7,24.9,24.2,95,88,95,112,3.9,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
648,648,2000-06-05,00:00,0.0,1004.8,1004.8,1004.0,-9999,25.0,24.4,25.8,24.9,24.7,24.3,97,93,97,138,1.2,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
649,649,2000-06-05,01:00,0.0,1005.7,1005.7,1004.8,-9999,24.9,24.4,25.2,24.8,24.7,24.3,98,97,97,329,1.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
650,650,2000-06-05,02:00,0.0,1006.4,1006.4,1005.7,-9999,24.6,24.0,25.1,24.6,24.6,24.0,97,97,97,299,1.1,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
651,651,2000-06-05,03:00,0.0,1006.4,1006.5,1006.3,-9999,24.7,24.3,24.9,24.6,24.5,24.1,97,96,97,73,0.8,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
652,652,2000-06-05,04:00,0.0,1006.3,1006.7,1006.3,-9999,24.4,23.9,24.9,24.4,24.4,23.9,98,97,97,308,90.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
653,653,2000-06-05,05:00,0.0,1005.6,1006.3,1005.6,-9999,24.2,23.8,24.5,24.0,24.1,23.6,98,97,98,292,0.5,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
654,654,2000-06-05,06:00,0.0,1005.2,1005.6,1005.1,-9999,24.0,23.6,24.3,24.0,23.9,23.6,98,97,98,261,0.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
655,655,2000-06-05,07:00,0.0,1004.9,1005.2,1004.8,-9999,23.9,23.6,24.1,23.7,23.8,23.3,98,97,98,83,0.3,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
656,656,2000-06-05,08:00,0.2,1004.9,1004.9,1004.8,-9999,23.7,23.4,23.9,23.6,23.5,23.2,98,98,98,333,0.3,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
657,657,2000-06-05,09:00,0.0,1005.0,1005.0,1004.8,-9999,23.7,23.3,23.9,23.7,23.6,23.3,98,98,98,69,-9999.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
658,658,2000-06-05,10:00,0.0,1005.5,1005.5,1005.0,-9999,23.6,23.3,23.8,23.5,23.5,23.1,98,98,98,303,24.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
659,659,2000-06-05,11:00,0.0,1005.7,1005.7,1005.5,187,25.1,24.8,25.1,23.6,24.8,23.2,98,98,98,121,0.9,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
660,660,2000-06-05,12:00,0.0,1006.4,1006.4,1005.7,985,26.9,24.7,27.1,25.1,24.9,24.3,98,86,88,108,2.8,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
661,661,2000-06-05,13:00,0.0,1006.8,1006.8,1006.4,1744,28.1,24.7,28.2,27.0,25.5,24.5,88,81,82,106,3.0,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
662,662,2000-06-05,14:00,0.0,1007.0,1007.0,1006.9,2444,29.5,24.6,29.5,27.7,25.3,24.2,86,74,75,104,4.4,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
663,663,2000-06-05,15:00,0.0,1006.5,1007.0,1006.5,2480,29.0,24.1,30.1,28.8,25.0,24.0,77,72,75,95,4.7,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
664,664,2000-06-05,16:00,0.0,1005.6,1006.5,1005.6,3055,30.5,24.3,30.7,28.9,25.0,24.0,78,68,70,100,5.5,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
665,665,2000-06-05,17:00,0.0,1005.0,1005.6,1005.0,3153,31.1,22.3,31.1,30.6,24.4,22.2,69,59,59,94,7.1,3.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
666,666,2000-06-05,18:00,0.0,1004.0,1005.0,1004.0,2889,31.3,21.9,31.5,31.1,22.5,21.2,60,55,58,100,7.8,4.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
667,667,2000-06-05,19:00,0.0,1003.1,1004.0,1003.1,2360,31.1,21.6,31.4,31.0,22.4,21.1,59,55,57,100,7.8,3.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
668,668,2000-06-05,20:00,0.0,1002.5,1003.1,1002.5,1754,31.1,22.0,31.2,31.0,22.2,21.0,59,55,58,96,7.8,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
669,669,2000-06-05,21:00,0.0,1002.4,1002.5,1002.3,950,30.3,22.1,31.1,30.3,22.6,21.6,62,58,62,100,6.0,2.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
670,670,2000-06-05,22:00,0.0,1002.6,1002.6,1002.3,197,28.4,22.7,30.3,28.4,23.1,22.0,72,62,71,102,4.6,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
671,671,2000-06-05,23:00,0.0,1003.1,1003.1,1002.6,-9999,26.7,22.9,28.4,26.5,23.6,22.7,83,71,79,136,2.3,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
672,672,2000-06-06,00:00,0.0,1004.2,1004.2,1003.1,-9999,26.6,23.2,26.8,25.9,23.5,22.8,86,79,82,62,4.5,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
673,673,2000-06-06,01:00,0.0,1005.2,1005.2,1004.3,-9999,25.6,23.4,26.7,25.2,23.5,23.1,90,81,88,63,15.3,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
674,674,2000-06-06,02:00,0.0,1005.7,1005.7,1005.2,-9999,25.6,23.5,26.1,25.2,23.8,23.1,92,84,88,73,1.7,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
675,675,2000-06-06,03:00,0.0,1006.0,1006.1,1005.6,-9999,26.8,23.9,26.9,25.6,23.9,23.4,88,84,84,68,2.3,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
676,676,2000-06-06,04:00,0.0,1006.3,1006.3,1006.0,-9999,26.0,24.0,26.8,25.9,24.3,24.0,91,84,88,75,1.3,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
677,677,2000-06-06,05:00,6.0,1006.2,1006.7,1006.1,-9999,23.2,22.7,26.8,23.2,24.2,22.5,97,82,97,138,11.0,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
678,678,2000-06-06,06:00,0.0,1005.7,1006.2,1005.7,-9999,23.4,23.0,23.7,23.2,23.3,22.7,98,97,98,135,1.4,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
679,679,2000-06-06,07:00,0.0,1005.6,1005.7,1005.5,-9999,24.0,23.6,24.0,23.4,23.6,23.0,98,97,98,55,0.9,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
680,680,2000-06-06,08:00,0.0,1005.8,1005.8,1005.4,-9999,24.7,23.6,24.7,24.0,23.9,23.5,98,93,93,134,4.7,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
681,681,2000-06-06,09:00,0.0,1006.2,1006.2,1005.8,-9999,23.8,22.4,24.7,23.6,23.5,22.4,96,92,92,109,4.8,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
682,682,2000-06-06,10:00,0.0,1006.5,1006.5,1006.2,-9999,23.2,22.7,23.9,23.0,22.7,22.3,97,91,97,110,1.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
683,683,2000-06-06,11:00,0.0,1007.0,1007.0,1006.5,60,24.2,23.2,24.2,23.3,23.3,22.6,97,93,94,28,36.5,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
684,684,2000-06-06,12:00,0.2,1007.7,1007.7,1007.0,981,26.9,24.0,26.9,24.2,24.2,23.1,94,84,84,82,3.5,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
685,685,2000-06-06,13:00,0.0,1008.0,1008.0,1007.7,1513,27.8,23.7,28.1,26.6,24.3,23.1,83,78,79,102,5.0,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
686,686,2000-06-06,14:00,0.0,1008.0,1008.1,1008.0,2344,28.8,23.4,28.8,27.4,24.1,23.0,81,72,73,67,5.3,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
687,687,2000-06-06,15:00,0.0,1007.8,1008.0,1007.8,2155,28.9,24.2,29.0,28.4,24.4,23.2,77,71,76,100,5.7,3.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
688,688,2000-06-06,16:00,0.0,1007.0,1007.8,1007.0,1947,29.3,23.2,29.3,28.5,24.3,23.0,76,69,70,92,6.7,2.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
689,689,2000-06-06,17:00,0.0,1006.1,1007.0,1006.1,2727,30.5,23.0,30.5,29.3,23.3,22.3,69,62,64,88,7.2,2.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
690,690,2000-06-06,18:00,0.0,1005.2,1006.1,1005.2,2697,30.2,22.9,31.0,29.9,23.5,22.4,67,62,65,92,5.7,2.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
691,691,2000-06-06,19:00,0.0,1004.3,1005.2,1004.3,2530,30.5,22.8,31.3,30.4,23.1,22.3,64,59,64,87,5.6,2.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
692,692,2000-06-06,20:00,0.0,1004.1,1004.3,1004.1,1684,30.7,22.0,31.1,30.1,23.0,21.8,64,59,60,95,5.1,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
693,693,2000-06-06,21:00,0.0,1003.7,1004.1,1003.7,915,29.6,21.9,30.7,29.6,22.5,21.7,64,59,63,92,6.0,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
694,694,2000-06-06,22:00,0.0,1004.1,1004.1,1003.7,136,27.9,22.5,29.5,27.9,22.5,21.7,72,63,72,84,5.2,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
695,695,2000-06-06,23:00,0.0,1004.7,1004.8,1004.1,-9999,26.1,22.9,27.9,26.1,23.3,22.0,82,71,82,93,2.8,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
696,696,2000-06-07,00:00,0.0,1005.3,1005.3,1004.7,-9999,25.5,23.3,26.9,25.5,23.4,22.7,88,80,88,86,2.2,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
697,697,2000-06-07,01:00,0.0,1005.8,1005.8,1005.4,-9999,25.9,22.8,26.3,25.0,23.4,22.6,91,81,83,68,2.2,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
698,698,2000-06-07,02:00,0.0,1006.2,1006.2,1005.8,-9999,24.2,23.0,26.1,24.2,23.2,22.7,93,82,93,47,1.5,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
699,699,2000-06-07,03:00,0.0,1006.2,1006.2,1006.1,-9999,23.9,22.9,24.6,23.9,23.0,22.9,94,91,94,356,1.1,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
700,700,2000-06-07,04:00,0.0,1006.4,1006.4,1006.2,-9999,24.1,23.0,24.3,23.8,23.2,22.9,95,93,93,358,1.9,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
701,701,2000-06-07,05:00,0.0,1006.0,1006.3,1006.0,-9999,23.5,22.6,24.2,23.4,23.0,22.6,96,93,95,309,0.6,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
702,702,2000-06-07,06:00,0.0,1005.8,1006.0,1005.8,-9999,23.2,22.1,23.8,23.2,22.6,21.9,94,90,93,298,0.3,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
703,703,2000-06-07,07:00,0.0,1005.3,1005.8,1005.3,-9999,22.8,21.9,23.4,22.8,22.2,21.9,96,93,94,323,1.4,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
704,704,2000-06-07,08:00,0.0,1005.6,1005.6,1005.3,-9999,22.7,21.7,23.1,22.7,22.0,21.7,95,93,94,38,1.3,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
705,705,2000-06-07,09:00,0.0,1006.2,1006.2,1005.6,-9999,22.9,21.7,22.9,22.7,22.0,21.7,95,93,93,150,0.6,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
706,706,2000-06-07,10:00,0.0,1006.6,1006.6,1006.2,-9999,22.8,22.1,23.2,22.5,22.1,21.7,96,92,96,71,0.5,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
707,707,2000-06-07,11:00,0.0,1007.0,1007.0,1006.6,251,25.9,23.3,25.9,22.8,23.4,21.9,96,85,85,63,1.3,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
708,708,2000-06-07,12:00,0.0,1007.5,1007.5,1007.0,945,28.2,23.8,28.3,26.1,24.3,23.2,84,75,77,127,2.0,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
709,709,2000-06-07,13:00,0.0,1007.7,1007.8,1007.5,1694,28.6,23.5,28.8,28.0,24.4,23.0,80,73,74,95,2.6,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
710,710,2000-06-07,14:00,0.0,1007.7,1007.8,1007.6,2413,29.5,23.8,29.7,28.5,24.3,23.4,76,70,72,99,3.5,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
711,711,2000-06-07,15:00,0.0,1007.4,1007.7,1007.4,2846,29.9,23.4,30.2,29.4,24.4,23.0,73,65,68,96,4.4,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
712,712,2000-06-07,16:00,0.0,1006.8,1007.4,1006.8,3052,30.9,23.0,31.3,30.0,23.9,22.1,70,59,63,87,4.9,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
713,713,2000-06-07,17:00,0.0,1005.7,1006.8,1005.7,3163,31.6,21.9,31.6,30.5,23.6,21.9,65,56,56,95,5.4,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
714,714,2000-06-07,18:00,0.0,1004.7,1005.7,1004.7,2884,31.5,22.0,31.9,31.4,22.5,21.1,59,53,57,93,4.8,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
715,715,2000-06-07,19:00,0.0,1003.9,1004.7,1003.9,2397,31.4,21.9,31.8,31.2,22.7,21.2,60,54,57,90,4.1,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
716,716,2000-06-07,20:00,0.0,1003.6,1003.9,1003.6,1732,31.7,21.8,31.9,31.3,22.2,21.2,58,54,56,101,4.2,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
717,717,2000-06-07,21:00,0.0,1003.5,1003.6,1003.4,943,30.8,21.9,31.7,30.6,22.1,21.1,60,54,59,87,3.5,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
718,718,2000-06-07,22:00,0.0,1003.5,1003.5,1003.4,184,28.3,23.1,30.8,28.3,23.3,21.6,74,58,74,56,2.1,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
719,719,2000-06-07,23:00,0.0,1003.7,1003.7,1003.4,-9999,27.1,23.1,28.2,27.1,23.5,22.7,79,73,79,66,33.0,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
720,720,2000-06-08,00:00,0.0,1004.3,1004.3,1003.7,-9999,26.0,23.7,27.4,26.0,23.7,23.0,87,77,87,61,1.4,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
721,721,2000-06-08,01:00,0.0,1004.9,1004.9,1004.3,-9999,24.8,23.6,26.0,24.8,23.7,23.5,93,87,93,324,0.6,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
722,722,2000-06-08,02:00,0.0,1005.2,1005.3,1004.9,-9999,24.5,23.4,24.8,24.5,23.6,23.3,94,93,94,59,0.7,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
723,723,2000-06-08,03:00,0.0,1005.4,1005.5,1005.2,-9999,24.1,23.3,25.1,24.1,23.5,23.3,96,90,96,60,0.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
724,724,2000-06-08,04:00,0.0,1005.5,1005.6,1005.4,-9999,23.8,23.1,24.3,23.8,23.6,23.1,96,94,96,342,1.5,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
725,725,2000-06-08,05:00,0.0,1005.4,1005.6,1005.4,-9999,23.6,23.0,23.9,23.6,23.3,23.0,96,96,96,308,0.1,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
726,726,2000-06-08,06:00,0.0,1005.2,1005.3,1005.2,-9999,23.6,23.0,23.8,23.5,23.2,22.9,97,96,97,307,69.0,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
727,727,2000-06-08,07:00,0.0,1005.3,1005.4,1005.2,-9999,23.3,22.8,23.5,23.3,23.0,22.8,97,96,97,310,1.0,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
728,728,2000-06-08,08:00,0.0,1005.5,1005.5,1005.4,-9999,23.1,22.5,23.4,23.1,22.9,22.5,97,96,96,330,0.8,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
729,729,2000-06-08,09:00,0.0,1006.0,1006.0,1005.5,-9999,22.6,22.1,23.1,22.6,22.5,22.1,97,96,97,314,0.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
730,730,2000-06-08,10:00,0.0,1006.7,1006.7,1006.0,-9999,22.5,21.7,22.9,22.5,22.4,21.7,97,95,95,22,0.8,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
731,731,2000-06-08,11:00,0.0,1007.0,1007.0,1006.7,170,24.4,23.1,24.4,22.4,23.2,21.7,97,93,93,55,1.1,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
732,732,2000-06-08,12:00,0.0,1007.8,1007.8,1007.0,955,27.7,23.8,27.7,24.5,23.9,22.1,93,79,79,86,1.9,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
733,733,2000-06-08,13:00,0.0,1008.2,1008.2,1007.8,1731,29.0,24.4,29.1,27.6,24.5,23.7,81,74,76,108,1.9,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
734,734,2000-06-08,14:00,0.0,1008.2,1008.3,1008.2,2377,29.8,23.5,29.9,28.9,24.9,22.9,78,69,69,90,3.3,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
