,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
857,857,2000-06-13,17:00,0.0,1004.1,1005.4,1004.1,2703,31.4,23.8,31.4,29.5,24.2,22.6,69,61,64,110,4.5,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
858,858,2000-06-13,18:00,0.0,1003.0,1004.1,1003.0,2659,31.3,23.5,31.5,30.8,24.3,22.9,67,61,63,144,4.0,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
859,859,2000-06-13,19:00,0.0,1001.9,1002.9,1001.9,2246,31.5,23.0,31.8,31.1,24.3,22.5,66,60,61,120,3.7,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
860,860,2000-06-13,20:00,0.0,1001.6,1001.9,1001.5,1583,30.2,22.3,31.7,30.2,23.1,21.9,63,57,63,97,3.3,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
861,861,2000-06-13,21:00,0.0,1001.5,1001.7,1001.5,191,29.2,22.6,30.1,29.2,23.1,22.3,69,63,68,75,2.3,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
862,862,2000-06-13,22:00,0.0,1001.8,1001.8,1001.5,95,28.0,23.3,29.1,28.0,23.9,22.5,77,68,76,29,1.9,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
863,863,2000-06-13,23:00,0.0,1002.3,1002.4,1001.7,-9999,26.7,23.1,28.0,26.7,24.2,23.0,83,76,80,35,1.8,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
864,864,2000-06-14,00:00,0.0,1002.6,1002.6,1002.3,-9999,25.5,23.2,27.4,25.5,23.5,23.0,87,78,87,42,8.8,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
865,865,2000-06-14,01:00,0.0,1003.7,1003.7,1002.6,-9999,24.9,23.4,26.0,24.9,23.6,23.2,91,86,91,217,28.5,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
866,866,2000-06-14,02:00,0.0,1004.3,1004.3,1003.7,-9999,24.8,23.4,25.5,24.7,23.4,23.1,92,87,92,71,1.0,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
867,867,2000-06-14,03:00,0.0,1004.3,1004.4,1004.1,-9999,25.4,23.6,25.9,24.8,23.8,23.2,92,86,90,350,1.2,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
868,868,2000-06-14,04:00,0.0,1004.2,1004.3,1004.1,-9999,26.2,23.1,26.3,25.1,23.5,23.1,90,83,83,34,3.6,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
869,869,2000-06-14,05:00,0.0,1004.0,1004.4,1004.0,-9999,25.7,23.0,26.3,25.7,23.1,22.8,85,82,85,16,2.7,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
870,870,2000-06-14,06:00,0.0,1003.3,1003.9,1003.3,-9999,25.5,22.9,25.7,25.2,23.1,22.8,87,85,85,24,1.7,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
871,871,2000-06-14,07:00,0.0,1003.1,1003.3,1003.0,-9999,25.1,22.8,25.5,25.1,22.9,22.8,87,85,87,33,2.8,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
872,872,2000-06-14,08:00,0.0,1002.9,1003.1,1002.9,-9999,25.3,23.0,25.3,25.1,23.0,22.8,88,87,87,38,2.7,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
873,873,2000-06-14,09:00,0.0,1003.3,1003.3,1002.9,-9999,25.3,22.9,25.4,25.3,23.0,22.8,87,86,86,48,2.8,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
874,874,2000-06-14,10:00,0.0,1003.6,1003.6,1003.2,-9999,25.4,22.9,25.4,25.2,23.0,22.8,87,86,86,44,2.3,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
875,875,2000-06-14,11:00,0.0,1004.2,1004.2,1003.6,83,25.6,23.2,25.6,25.4,23.2,22.9,87,86,86,25,3.0,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
876,876,2000-06-14,12:00,0.0,1004.9,1004.9,1004.2,563,27.1,23.5,27.1,25.7,23.5,23.0,86,79,81,28,3.9,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
877,877,2000-06-14,13:00,0.0,1005.5,1005.5,1005.0,1158,28.4,23.4,28.4,27.2,23.5,22.9,79,73,74,47,5.0,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
878,878,2000-06-14,14:00,0.0,1005.8,1005.8,1005.5,1185,28.4,23.6,28.6,28.2,24.0,23.0,78,72,75,100,5.7,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
879,879,2000-06-14,15:00,0.0,1005.5,1005.9,1005.5,1422,29.0,24.2,29.2,27.9,24.2,23.4,78,72,75,101,4.4,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
880,880,2000-06-14,16:00,0.0,1004.2,1005.5,1004.2,2628,29.9,24.1,30.2,29.0,24.9,24.0,76,70,71,105,4.9,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
881,881,2000-06-14,17:00,0.0,1003.0,1004.1,1003.0,2922,30.8,23.5,31.2,29.8,24.5,23.4,72,64,65,100,4.7,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
882,882,2000-06-14,18:00,0.0,1001.7,1003.0,1001.7,2012,30.3,24.6,31.9,30.1,24.7,23.3,72,61,71,146,4.1,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
883,883,2000-06-14,19:00,0.0,1000.6,1001.7,1000.6,1702,31.2,23.9,31.4,30.3,25.0,23.9,72,65,65,145,2.7,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
884,884,2000-06-14,20:00,0.0,1000.5,1000.8,1000.5,827,29.6,24.2,31.2,29.6,24.4,23.4,73,66,73,233,2.6,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
885,885,2000-06-14,21:00,0.0,1001.3,1001.3,1000.4,434,28.8,24.2,29.6,28.8,25.1,23.8,77,71,76,316,2.8,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
886,886,2000-06-14,22:00,2.4,1002.4,1002.4,1001.3,26,25.2,23.8,28.8,25.2,24.5,23.7,92,75,92,41,7.0,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
887,887,2000-06-14,23:00,3.8,1003.5,1003.5,1002.5,-9999,24.7,23.8,25.3,24.7,24.1,23.6,95,91,95,101,5.1,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
888,888,2000-06-15,00:00,0.4,1003.9,1003.9,1003.4,-9999,24.5,23.8,24.8,24.5,24.0,23.6,96,93,96,252,3.3,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
889,889,2000-06-15,01:00,0.0,1004.7,1004.7,1003.9,-9999,24.5,23.6,24.8,24.4,24.0,23.5,97,94,95,274,2.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
890,890,2000-06-15,02:00,0.0,1005.0,1005.2,1004.7,-9999,24.4,23.5,24.5,24.4,23.6,23.4,95,94,95,292,1.7,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
891,891,2000-06-15,03:00,0.0,1004.7,1005.1,1004.7,-9999,24.2,23.4,24.4,24.2,23.6,23.3,95,94,95,295,3.3,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
892,892,2000-06-15,04:00,0.0,1004.7,1004.9,1004.7,-9999,24.1,23.3,24.2,24.1,23.4,23.3,95,95,95,342,2.0,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
893,893,2000-06-15,05:00,0.0,1004.1,1004.7,1004.1,-9999,24.2,23.3,24.2,24.0,23.4,23.3,96,95,95,330,2.2,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
894,894,2000-06-15,06:00,0.8,1003.7,1004.3,1003.7,-9999,24.1,21.8,24.3,23.9,23.3,21.8,95,87,87,91,6.8,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
895,895,2000-06-15,07:00,0.0,1003.3,1003.6,1003.3,-9999,23.5,22.4,24.1,23.5,22.5,21.8,93,87,93,5,5.7,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
896,896,2000-06-15,08:00,0.0,1003.3,1003.4,1003.3,-9999,22.8,22.3,23.5,22.8,22.6,22.2,97,94,97,281,1.3,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
897,897,2000-06-15,09:00,0.0,1003.6,1003.6,1003.2,-9999,23.1,22.2,23.1,22.8,22.5,22.2,97,95,95,325,1.5,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
898,898,2000-06-15,10:00,0.0,1004.0,1004.0,1003.6,-9999,23.3,22.6,23.3,22.9,22.6,22.2,97,95,96,319,1.5,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
899,899,2000-06-15,11:00,0.0,1004.5,1004.5,1004.0,102,24.1,23.0,24.1,23.3,23.0,22.5,96,93,93,14,1.8,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
900,900,2000-06-15,12:00,0.0,1005.5,1005.5,1004.5,498,24.7,23.1,25.3,24.1,23.4,22.7,94,86,91,54,5.5,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
901,901,2000-06-15,13:00,0.0,1005.8,1005.8,1005.4,1177,26.6,23.2,26.7,24.7,23.8,22.8,91,81,82,29,3.2,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
902,902,2000-06-15,14:00,0.0,1005.9,1005.9,1005.8,1646,28.2,23.6,28.2,26.3,23.6,22.6,83,75,76,121,3.1,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
903,903,2000-06-15,15:00,0.0,1005.6,1005.9,1005.6,2520,28.6,23.7,29.3,28.4,24.1,22.1,78,67,75,127,3.6,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
904,904,2000-06-15,16:00,0.0,1004.9,1005.6,1004.9,2252,29.6,23.6,29.6,28.3,23.9,22.6,75,68,70,102,3.3,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
905,905,2000-06-15,17:00,0.0,1003.6,1004.9,1003.6,3109,30.2,23.3,30.5,29.8,24.2,22.6,70,65,66,113,4.0,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
906,906,2000-06-15,18:00,0.0,1002.0,1003.6,1002.0,2236,30.4,24.3,31.1,29.1,24.3,23.1,71,63,70,134,4.2,1.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
907,907,2000-06-15,19:00,0.0,1001.0,1002.0,1001.0,1878,29.8,23.5,30.6,29.4,24.3,23.2,72,66,69,207,4.2,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
908,908,2000-06-15,20:00,0.4,1001.2,1001.2,1000.8,462,27.0,24.7,29.9,27.0,24.8,23.0,87,69,87,46,2.7,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
909,909,2000-06-15,21:00,0.2,1001.2,1001.2,1001.0,207,26.4,24.0,27.0,26.3,24.9,23.8,89,86,87,19,4.3,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
910,910,2000-06-15,22:00,0.0,1001.7,1001.7,1001.1,83,26.1,23.1,26.4,25.8,24.1,23.1,88,84,84,82,3.4,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
911,911,2000-06-15,23:00,0.0,1003.0,1003.1,1001.8,-9999,24.7,22.8,26.2,24.7,24.0,22.7,90,83,90,142,7.8,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
912,912,2000-06-16,00:00,0.0,1003.0,1003.3,1003.0,-9999,23.5,22.1,24.6,23.3,22.9,22.1,94,90,92,119,3.4,0.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
913,913,2000-06-16,01:00,0.0,1003.9,1003.9,1003.1,-9999,23.6,22.7,23.6,23.2,22.7,22.2,96,92,95,136,1.1,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
914,914,2000-06-16,02:00,0.0,1004.2,1004.2,1003.9,-9999,24.1,22.8,24.3,23.5,22.8,22.6,96,91,92,24,1.5,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
915,915,2000-06-16,03:00,0.0,1004.0,1004.3,1004.0,-9999,23.6,22.5,24.0,23.4,22.8,22.4,96,92,94,356,1.2,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
916,916,2000-06-16,04:00,0.0,1004.2,1004.2,1003.9,-9999,22.9,22.4,23.5,22.9,22.6,22.4,97,94,97,132,0.5,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
917,917,2000-06-16,05:00,0.0,1004.0,1004.2,1003.9,-9999,22.9,22.4,23.1,22.8,22.6,22.3,97,97,97,201,0.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
918,918,2000-06-16,06:00,0.0,1003.8,1004.0,1003.8,-9999,23.5,23.0,23.5,22.9,23.0,22.4,97,97,97,345,4.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
919,919,2000-06-16,07:00,0.0,1003.5,1003.8,1003.5,-9999,23.5,22.8,23.6,23.3,23.1,22.7,97,96,96,321,0.8,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
920,920,2000-06-16,08:00,0.0,1004.0,1004.0,1003.5,-9999,23.0,22.5,23.5,23.0,22.8,22.4,97,96,97,274,0.7,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
921,921,2000-06-16,09:00,0.0,1004.5,1004.5,1004.0,-9999,23.5,22.9,23.5,23.0,23.0,22.5,97,97,97,280,0.5,0.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
922,922,2000-06-16,10:00,0.0,1005.0,1005.0,1004.5,-9999,23.8,23.1,23.8,23.5,23.2,22.9,97,96,96,153,1.3,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
923,923,2000-06-16,11:00,0.0,1005.4,1005.4,1005.0,91,23.9,23.3,23.9,23.7,23.3,23.0,96,96,96,137,1.9,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
924,924,2000-06-16,12:00,0.0,1005.8,1005.8,1005.4,295,24.9,23.8,24.9,23.9,23.9,23.3,96,93,93,149,2.7,0.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
925,925,2000-06-16,13:00,0.0,1006.2,1006.2,1005.8,1023,26.9,24.4,26.9,24.9,24.4,23.4,94,83,86,63,1.8,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
926,926,2000-06-16,14:00,0.0,1006.1,1006.2,1006.1,2016,28.3,24.0,28.3,27.0,24.6,23.0,85,74,78,93,5.0,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
927,927,2000-06-16,15:00,0.0,1005.7,1006.1,1005.7,2549,29.3,23.8,29.6,28.2,24.0,22.8,77,68,72,96,5.7,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
928,928,2000-06-16,16:00,0.0,1004.7,1005.7,1004.7,3080,30.2,23.7,30.2,29.5,24.1,23.1,72,67,68,106,5.9,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
929,929,2000-06-16,17:00,0.0,1003.6,1004.7,1003.6,3101,30.5,23.8,30.9,29.9,24.4,23.0,72,64,68,116,5.5,2.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
930,930,2000-06-16,18:00,0.0,1002.4,1003.6,1002.4,2831,30.8,23.3,30.9,30.1,24.4,22.8,70,64,65,110,5.0,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
931,931,2000-06-16,19:00,0.0,1001.3,1002.4,1001.3,2403,30.8,21.8,31.6,30.7,23.9,21.7,66,58,59,104,6.6,3.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
932,932,2000-06-16,20:00,0.0,1001.0,1001.3,1000.9,1759,30.9,22.0,31.2,30.8,22.5,21.7,61,58,59,94,6.1,2.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
933,933,2000-06-16,21:00,0.0,1000.8,1001.1,1000.5,989,30.1,21.4,30.9,30.1,22.6,21.1,62,58,60,86,7.6,3.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
934,934,2000-06-16,22:00,0.0,1001.3,1001.3,1000.8,264,27.8,22.6,30.1,27.8,22.8,21.4,73,60,73,39,6.5,2.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
935,935,2000-06-16,23:00,0.0,1001.9,1001.9,1001.3,-9999,26.1,22.4,27.7,26.1,22.6,22.2,80,73,80,42,6.6,2.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
936,936,2000-06-17,00:00,0.0,1002.7,1002.7,1001.9,-9999,25.7,22.3,26.1,25.7,22.5,22.3,81,80,81,43,5.8,2.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
937,937,2000-06-17,01:00,0.0,1003.5,1003.5,1002.7,-9999,25.4,22.4,25.7,25.4,22.5,22.3,84,81,84,43,5.3,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
938,938,2000-06-17,02:00,0.0,1004.2,1004.2,1003.5,-9999,25.4,23.0,25.4,25.2,23.0,22.4,87,84,87,50,3.3,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
939,939,2000-06-17,03:00,0.0,1004.4,1004.5,1004.1,-9999,24.9,23.0,25.4,24.9,23.0,22.9,89,86,89,46,3.4,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
940,940,2000-06-17,04:00,0.0,1004.5,1004.8,1004.4,-9999,25.0,22.8,25.1,24.9,23.0,22.8,89,88,88,42,4.4,2.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
941,941,2000-06-17,05:00,0.0,1004.9,1004.9,1004.5,-9999,24.9,22.9,25.1,24.9,22.9,22.8,89,87,88,37,4.7,1.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
942,942,2000-06-17,06:00,0.0,1004.5,1004.9,1004.5,-9999,24.7,22.9,25.0,24.7,22.9,22.8,90,88,90,30,3.2,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
943,943,2000-06-17,07:00,0.0,1004.2,1004.5,1004.2,-9999,24.6,22.8,24.7,24.5,22.9,22.8,90,89,90,46,3.9,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
944,944,2000-06-17,08:00,0.0,1004.2,1004.3,1004.1,-9999,24.7,23.2,24.7,24.3,23.2,22.8,92,90,91,83,3.2,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
945,945,2000-06-17,09:00,0.8,1004.5,1004.6,1004.2,-9999,24.7,23.4,25.3,24.6,23.7,22.8,92,89,92,61,6.6,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
946,946,2000-06-17,10:00,0.0,1004.7,1004.7,1004.4,-9999,24.8,23.6,25.0,24.7,23.6,23.3,93,91,93,52,3.7,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
947,947,2000-06-17,11:00,0.0,1005.2,1005.2,1004.7,198,25.6,23.8,25.6,24.4,23.9,23.2,94,90,90,77,2.0,0.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
948,948,2000-06-17,12:00,0.0,1006.1,1006.1,1005.2,1014,27.2,23.7,27.2,25.8,24.0,23.6,89,81,81,100,4.0,1.8,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
949,949,2000-06-17,13:00,0.0,1006.5,1006.5,1006.1,1614,28.7,24.1,28.7,26.9,24.3,23.4,83,76,76,101,4.0,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
950,950,2000-06-17,14:00,0.0,1007.0,1007.0,1006.5,2069,28.8,23.6,29.1,28.0,24.6,23.6,79,73,73,110,3.9,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
951,951,2000-06-17,15:00,0.0,1006.5,1007.0,1006.5,2421,30.0,23.4,30.1,28.4,24.4,23.2,77,68,68,92,4.7,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
952,952,2000-06-17,16:00,0.0,1005.3,1006.5,1005.3,3087,30.1,23.2,30.6,29.5,24.2,22.9,70,65,67,96,5.0,2.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
953,953,2000-06-17,17:00,0.0,1004.4,1005.3,1004.4,1724,28.4,22.3,30.6,27.9,23.9,21.8,73,63,70,26,5.4,1.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
954,954,2000-06-17,18:00,0.0,1003.1,1004.4,1003.1,2485,30.8,22.5,30.8,28.5,23.4,21.6,68,61,62,106,3.9,2.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
955,955,2000-06-17,19:00,0.0,1002.5,1003.1,1002.5,2059,27.6,22.8,31.1,27.6,24.3,22.0,76,58,75,93,6.2,2.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
956,956,2000-06-17,20:00,0.0,1001.7,1002.5,1001.7,329,27.1,23.4,27.5,26.9,23.7,22.9,83,76,80,24,3.5,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
957,957,2000-06-17,21:00,0.0,1001.6,1001.7,1001.4,253,26.8,23.5,27.1,26.6,24.5,22.9,88,78,82,119,2.4,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
958,958,2000-06-17,22:00,0.0,1002.1,1002.1,1001.6,197,26.7,23.8,27.5,26.7,24.0,23.5,84,79,84,94,2.9,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
959,959,2000-06-17,23:00,0.0,1003.1,1003.1,1002.1,-9999,25.6,23.6,26.7,25.6,24.1,23.5,91,84,88,135,2.1,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
960,960,2000-06-18,00:00,0.0,1004.1,1004.1,1003.1,-9999,26.3,23.7,26.3,25.1,23.9,23.5,92,86,86,142,2.6,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
961,961,2000-06-18,01:00,0.0,1004.9,1004.9,1004.1,-9999,25.2,23.1,26.8,25.2,23.9,23.0,89,83,89,118,2.7,0.5,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
962,962,2000-06-18,02:00,0.2,1005.9,1006.0,1005.0,-9999,25.3,23.4,25.9,25.1,24.2,22.8,93,84,89,91,5.7,3.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
963,963,2000-06-18,03:00,0.0,1006.1,1006.2,1005.9,-9999,24.3,23.7,25.2,24.3,23.9,23.4,96,90,96,204,3.7,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
964,964,2000-06-18,04:00,0.0,1005.8,1006.1,1005.8,-9999,24.8,23.9,25.0,24.3,24.2,23.6,97,94,95,161,2.4,0.7,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
965,965,2000-06-18,05:00,0.0,1005.3,1005.8,1005.1,-9999,24.5,23.9,24.8,24.3,23.9,23.6,97,95,97,152,1.3,0.6,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
966,966,2000-06-18,06:00,0.0,1004.7,1005.3,1004.7,-9999,24.4,23.8,24.5,24.3,24.0,23.7,97,96,97,152,13.3,0.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
967,967,2000-06-18,07:00,0.0,1004.4,1004.7,1004.4,-9999,24.6,23.8,24.8,24.2,24.0,23.6,97,95,95,137,2.0,1.0,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
968,968,2000-06-18,08:00,0.0,1004.5,1004.5,1004.4,-9999,24.6,23.4,24.7,24.5,23.8,23.3,96,92,93,143,2.6,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
969,969,2000-06-18,09:00,0.0,1004.7,1004.8,1004.5,-9999,24.6,23.6,24.8,24.2,23.6,23.3,96,92,94,165,2.1,0.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
970,970,2000-06-18,10:00,0.0,1005.4,1005.4,1004.8,-9999,24.5,23.6,24.6,24.3,23.7,23.5,96,94,95,148,2.7,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
971,971,2000-06-18,11:00,0.0,1006.0,1006.0,1005.4,159,25.4,23.7,25.4,24.5,24.0,23.5,95,90,90,138,2.6,1.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
972,972,2000-06-18,12:00,0.0,1006.8,1006.8,1006.0,847,27.1,23.4,27.1,25.5,24.2,23.4,91,80,80,137,3.6,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
973,973,2000-06-18,13:00,0.0,1007.4,1007.4,1006.8,1564,27.6,23.1,28.0,26.8,23.7,22.7,81,74,77,129,3.8,1.2,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
974,974,2000-06-18,14:00,0.0,1007.5,1007.5,1007.4,1386,28.4,23.2,28.4,27.4,23.9,22.4,81,71,73,155,2.4,0.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
975,975,2000-06-18,15:00,0.0,1007.2,1007.5,1007.2,1709,29.0,23.0,29.3,28.1,23.7,22.7,76,69,70,127,3.3,1.3,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
976,976,2000-06-18,16:00,0.0,1006.3,1007.2,1006.3,2075,29.4,23.1,29.5,28.7,23.7,22.7,73,68,69,132,2.7,1.4,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
977,977,2000-06-18,17:00,0.0,1005.3,1006.3,1005.3,2975,30.6,23.3,30.7,29.5,24.1,22.7,72,64,65,110,3.4,1.9,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
978,978,2000-06-18,18:00,0.0,1003.9,1005.3,1003.9,2878,29.5,22.9,31.2,29.4,23.9,22.7,69,62,68,172,6.1,3.1,N,AM,MANAUS,A101,-3.10333333,-60.01638888,61.25
